Optimizer,objfname,ExecutionTime,Individual,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
PSO,new_obj,0.016002178192138672,"[1.68967435 0.24553237 4.05054167 1.44063536 0.06078734 1.59345105
 4.27858031 2.43574967 3.38650422 3.73216839 3.66390876 2.42975588
 0.63409438 2.06214031 2.19914716 0.16745438 4.1791114  4.65117028]",36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69,36.69
PSO,new_obj,0.016002655029296875,"[3.83722545 2.81338761 3.93536476 1.48896166 4.66728167 1.03075796
 1.97587965 4.33423953 1.03609731 0.98793251 2.80737182 0.50189426
 0.81304749 1.09808869 1.77302227 3.61640712 3.27667889 1.27521887]",51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59,51.59
PSO,new_obj,0.01654052734375,"[2.2292037  0.42491483 3.03436258 1.5454877  3.74799232 1.30142944
 1.975369   4.45514294 4.7694386  1.77098135 4.24741677 0.94753998
 2.1833186  4.38492333 0.62462029 1.21992031 0.61527501 0.35570002]",33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5
PSO,new_obj,0.018004179000854492,"[0.44417017 2.96209617 2.79409533 4.89750642 3.12315223 0.25253482
 2.7613944  2.26328396 0.91174017 3.33516564 0.31009531 2.11484794
 3.47799759 3.25131107 0.85086242 1.57686937 0.97295865 3.23875673]",43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39,43.39
PSO,new_obj,0.017000913619995117,"[1.48985491 4.57707959 0.78318116 3.38219162 4.25370527 0.78485573
 3.37119687 2.25256288 0.08111697 1.34421855 0.52682347 0.38453157
 0.68994649 4.27779895 2.67945518 4.06661998 2.43349622 2.4494458 ]",54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004,54.160000000000004
PSO,new_obj,0.017001628875732422,"[4.97667163 3.3224759  0.28973586 1.50478196 2.29698092 1.76807508
 0.81634611 3.46478652 0.182549   2.65248296 1.25251029 2.62798645
 1.59825573 1.81886755 0.43696974 1.02840184 0.17124299 2.42726937]",41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995,41.129999999999995
PSO,new_obj,0.017001867294311523,"[3.58516502 2.45452715 0.94340895 3.54839954 2.42047346 1.41067829
 3.91792538 4.25372577 4.36691883 2.61022676 1.69465165 4.72042152
 0.12811384 3.96720735 1.88416096 2.87370437 4.85766938 1.32998441]",54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001,54.00000000000001
PSO,new_obj,0.01601862907409668,"[2.98574721 0.84444533 0.34230771 4.28609553 0.29181197 4.65032087
 0.32811486 3.07284657 3.63764599 0.43251846 0.39429269 2.64012604
 2.06843363 1.93232562 1.49748329 0.45899285 2.91810623 3.15513468]",29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004,29.070000000000004
PSO,new_obj,0.016532182693481445,"[0.66393586 3.55875412 1.02159208 3.5218231  3.16838662 3.36913987
 3.52397914 2.54448023 2.72519204 2.67887384 2.98498567 2.13553149
 3.04944558 4.64833507 4.40345731 3.76557464 4.04063852 2.08978691]",63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005,63.830000000000005
PSO,new_obj,0.017002582550048828,"[3.50174552 0.56356884 1.5120508  1.65475483 4.87523101 1.40963972
 3.58113029 3.27123606 4.28525307 4.12747997 3.21339227 0.82731925
 0.80336358 4.78122392 2.10575646 3.05618463 0.85050586 1.30582512]",46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004,46.480000000000004
